English
Date         Expected         Predicted         Error
2016-10-31     143               135           8.0
2016-11-01     134               127           7.0
2016-11-02     127               127           0.0
2016-11-03     125               136           11.0
2016-11-04     138               145           7.0
2016-11-05     152               145           7.0
2016-11-06     149               169           20.0
2016-11-07     187               176           11.0
2016-11-08     184               168           16.0
2016-11-09     168               149           19.0
2016-11-10     137               153           16.0
2016-11-11     146               137           9.0
2016-11-12     122               131           9.0
2016-11-13     126               150           24.0
2016-11-14     159               133           26.0
2016-11-15     126               134           8.0
2016-11-16     139               150           11.0
2016-11-17     155               137           18.0
2016-11-18     130               121           9.0
2016-11-19     114               120           6.0
2016-11-20     113               127           14.0
2016-11-21     125               128           3.0
2016-11-22     131               127           4.0
2016-11-23     131               128           3.0
2016-11-24     130               122           8.0
2016-11-25     117               124           7.0
2016-11-26     123               124           1.0
2016-11-27     122               135           13.0
2016-11-28     143               195           52.0
2016-11-29     234               152           82.0
2016-11-30     138               136           2.0
2016-12-01     134               144           10.0
2016-12-02     131               152           21.0
2016-12-03     148               153           5.0
2016-12-04     159               154           5.0
2016-12-05     159               150           9.0
2016-12-06     149               149           0.0
2016-12-07     147               148           1.0
2016-12-08     144               225           81.0
2016-12-09     271               208           63.0
2016-12-10     210               168           42.0
2016-12-11     161               172           11.0
2016-12-12     162               164           2.0
2016-12-13     140               154           14.0
2016-12-14     148               148           0.0
2016-12-15     144               142           2.0
2016-12-16     138               162           24.0
2016-12-17     174               165           9.0
2016-12-18     168               150           18.0
2016-12-19     148               164           16.0
2016-12-20     171               193           22.0
2016-12-21     207               151           56.0
2016-12-22     132               159           27.0
2016-12-23     165               155           10.0
2016-12-24     141               162           21.0
2016-12-25     165               163           2.0
2016-12-26     166               152           14.0
2016-12-27     148               174           26.0
2016-12-28     187               158           29.0
2016-12-29     148               161           13.0
2016-12-30     165               153           12.0
2016-12-31     144               155           11.0
French
Date         Expected         Predicted         Error
2015-07-01     476               479           3.0
2015-07-02     479               465           14.0
2015-07-03     460               489           29.0
2015-07-04     492               478           14.0
2015-07-05     483               501           18.0
2015-07-06     503               484           19.0
2015-07-07     486               485           1.0
2015-07-08     477               477           0.0
2015-07-09     473               457           16.0
2015-07-10     446               452           6.0
2015-07-11     442               492           50.0
2015-07-12     505               480           25.0
2015-07-13     492               519           27.0
2015-07-14     528               484           44.0
2015-07-15     487               490           3.0
2015-07-16     476               467           9.0
2015-07-17     458               472           14.0
2015-07-18     464               494           30.0
2015-07-19     503               484           19.0
2015-07-20     491               483           8.0
2015-07-21     478               482           4.0
2015-07-22     481               462           19.0
2015-07-23     453               441           12.0
2015-07-24     424               435           11.0
2015-07-25     425               456           31.0
2015-07-26     461               443           18.0
2015-07-27     447               446           1.0
2015-07-28     441               447           6.0
2015-07-29     448               433           15.0
2015-07-30     428               415           13.0
2015-07-31     402               401           1.0
2015-08-01     389               402           13.0
2015-08-02     397               404           7.0
2015-08-03     405               464           59.0
2015-08-04     487               450           37.0
2015-08-05     469               476           7.0
2015-08-06     478               476           2.0
2015-08-07     484               487           3.0
2015-08-08     489               499           10.0
2015-08-09     505               471           34.0
2015-08-10     464               487           23.0
2015-08-11     480               475           5.0
2015-08-12     477               498           21.0
2015-08-13     501               495           6.0
2015-08-14     503               504           1.0
2015-08-15     506               508           2.0
2015-08-16     511               509           2.0
2015-08-17     509               499           10.0
2015-08-18     494               480           14.0
2015-08-19     468               457           11.0
2015-08-20     441               475           34.0
2015-08-21     473               464           9.0
2015-08-22     468               523           55.0
2015-08-23     540               518           22.0
2015-08-24     540               531           9.0
2015-08-25     532               528           4.0
2015-08-26     530               526           4.0
2015-08-27     523               506           17.0
2015-08-28     496               505           9.0
2015-08-29     496               535           39.0
2015-08-30     546               530           16.0
2015-08-31     540               532           8.0
2015-09-01     529               549           20.0
2015-09-02     555               540           15.0
2015-09-03     543               541           2.0
2015-09-04     536               568           32.0
2015-09-05     577               582           5.0
2015-09-06     598               574           24.0
2015-09-07     575               566           9.0
2015-09-08     559               576           17.0
2015-09-09     575               552           23.0
2015-09-10     546               542           4.0
2015-09-11     528               568           40.0
2015-09-12     574               631           57.0
2015-09-13     664               584           80.0
2015-09-14     591               590           1.0
2015-09-15     571               596           25.0
2015-09-16     599               588           11.0
2015-09-17     585               570           15.0
2015-09-18     559               551           8.0
2015-09-19     539               583           44.0
2015-09-20     586               573           13.0
2015-09-21     582               569           13.0
2015-09-22     564               571           7.0
2015-09-23     569               562           7.0
2015-09-24     559               554           5.0
2015-09-25     545               552           7.0
2015-09-26     548               686           138.0
2015-09-27     734               568           166.0
2015-09-28     579               600           21.0
2015-09-29     561               577           16.0
2015-09-30     581               579           2.0
2015-10-01     570               563           7.0
2015-10-02     556               566           10.0
2015-10-03     564               598           34.0
2015-10-04     610               588           22.0
2015-10-05     597               572           25.0
2015-10-06     561               589           28.0
2015-10-07     588               579           9.0
2015-10-08     581               565           16.0
2015-10-09     555               583           28.0
2015-10-10     584               612           28.0
2015-10-11     630               594           36.0
2015-10-12     597               602           5.0
2015-10-13     596               600           4.0
2015-10-14     602               582           20.0
2015-10-15     573               570           3.0
2015-10-16     557               564           7.0
2015-10-17     559               591           32.0
2015-10-18     598               588           10.0
2015-10-19     597               593           4.0
2015-10-20     593               586           7.0
2015-10-21     585               582           3.0
2015-10-22     577               566           11.0
2015-10-23     558               598           40.0
2015-10-24     602               601           1.0
2015-10-25     614               627           13.0
2015-10-26     637               596           41.0
2015-10-27     595               606           11.0
2015-10-28     596               594           2.0
2015-10-29     592               601           9.0
2015-10-30     598               614           16.0
2015-10-31     621               636           15.0
2015-11-01     650               616           34.0
2015-11-02     617               606           11.0
2015-11-03     593               620           27.0
2015-11-04     620               594           26.0
2015-11-05     590               610           20.0
2015-11-06     604               647           43.0
2015-11-07     667               661           6.0
2015-11-08     681               627           54.0
2015-11-09     618               619           1.0
2015-11-10     601               687           86.0
2015-11-11     707               600           107.0
2015-11-12     595               631           36.0
2015-11-13     606               676           70.0
2015-11-14     706               707           1.0
2015-11-15     736               674           62.0
2015-11-16     671               825           154.0
2015-11-17     866               632           234.0
2015-11-18     622               675           53.0
2015-11-19     607               602           5.0
2015-11-20     595               667           72.0
2015-11-21     662               686           24.0
2015-11-22     717               641           76.0
2015-11-23     638               654           16.0
2015-11-24     638               640           2.0
2015-11-25     640               635           5.0
2015-11-26     625               652           27.0
2015-11-27     655               643           12.0
2015-11-28     648               697           49.0
2015-11-29     711               657           54.0
2015-11-30     664               654           10.0
2015-12-01     635               653           18.0
2015-12-02     650               627           23.0
2015-12-03     617               623           6.0
2015-12-04     610               624           14.0
2015-12-05     625               671           46.0
2015-12-06     689               660           29.0
2015-12-07     674               655           19.0
2015-12-08     647               648           1.0
2015-12-09     642               635           7.0
2015-12-10     627               623           4.0
2015-12-11     611               664           53.0
2015-12-12     674               701           27.0
2015-12-13     731               668           63.0
2015-12-14     670               646           24.0
2015-12-15     623               652           29.0
2015-12-16     645               646           1.0
2015-12-17     645               639           6.0
2015-12-18     633               649           16.0
2015-12-19     652               690           38.0
2015-12-20     709               668           41.0
2015-12-21     675               634           41.0
2015-12-22     612               640           28.0
2015-12-23     628               585           43.0
2015-12-24     567               608           41.0
2015-12-25     593               619           26.0
2015-12-26     635               654           19.0
2015-12-27     672               653           19.0
2015-12-28     665               672           7.0
2015-12-29     677               659           18.0
2015-12-30     660               630           30.0
2015-12-31     612               703           91.0
2016-01-01     716               710           6.0
2016-01-02     742               812           70.0
2016-01-03     849               759           90.0
2016-01-04     780               772           8.0
2016-01-05     752               733           19.0
2016-01-06     720               711           9.0
2016-01-07     685               702           17.0
2016-01-08     689               743           54.0
2016-01-09     756               780           24.0
2016-01-10     810               846           36.0
2016-01-11     884               743           141.0
2016-01-12     731               765           34.0
2016-01-13     728               739           11.0
2016-01-14     737               726           11.0
2016-01-15     710               725           15.0
2016-01-16     720               747           27.0
2016-01-17     758               707           51.0
2016-01-18     700               729           29.0
2016-01-19     720               707           13.0
2016-01-20     708               693           15.0
2016-01-21     678               706           28.0
2016-01-22     705               729           24.0
2016-01-23     744               737           7.0
2016-01-24     748               694           54.0
2016-01-25     681               689           8.0
2016-01-26     669               706           37.0
2016-01-27     710               694           16.0
2016-01-28     696               650           46.0
2016-01-29     629               669           40.0
2016-01-30     659               737           78.0
2016-01-31     769               696           73.0
2016-02-01     707               718           11.0
2016-02-02     708               718           10.0
2016-02-03     727               681           46.0
2016-02-04     665               667           2.0
2016-02-05     644               654           10.0
2016-02-06     646               715           69.0
2016-02-07     733               716           17.0
2016-02-08     741               696           45.0
2016-02-09     689               707           18.0
2016-02-10     701               706           5.0
2016-02-11     708               704           4.0
2016-02-12     700               693           7.0
2016-02-13     688               728           40.0
2016-02-14     737               704           33.0
2016-02-15     708               690           18.0
2016-02-16     673               713           40.0
2016-02-17     715               736           21.0
2016-02-18     753               648           105.0
2016-02-19     624               696           72.0
2016-02-20     677               697           20.0
2016-02-21     719               715           4.0
2016-02-22     720               687           33.0
2016-02-23     683               699           16.0
2016-02-24     693               689           4.0
2016-02-25     688               698           10.0
2016-02-26     696               687           9.0
2016-02-27     686               734           48.0
2016-02-28     747               758           11.0
2016-02-29     785               712           73.0
2016-03-01     703               730           27.0
2016-03-02     715               682           33.0
2016-03-03     672               670           2.0
2016-03-04     644               658           14.0
2016-03-05     650               722           72.0
2016-03-06     742               689           53.0
2016-03-07     703               693           10.0
2016-03-08     681               736           55.0
2016-03-09     752               661           91.0
2016-03-10     649               672           23.0
2016-03-11     642               619           23.0
2016-03-12     607               696           89.0
2016-03-13     703               666           37.0
2016-03-14     686               690           4.0
2016-03-15     688               694           6.0
2016-03-16     703               660           43.0
2016-03-17     648               646           2.0
2016-03-18     625               631           6.0
2016-03-19     621               702           81.0
2016-03-20     722               660           62.0
2016-03-21     674               645           29.0
2016-03-22     622               878           256.0
2016-03-23     955               666           289.0
2016-03-24     683               713           30.0
2016-03-25     637               621           16.0
2016-03-26     608               701           93.0
2016-03-27     693               718           25.0
2016-03-28     753               672           81.0
2016-03-29     669               715           46.0
2016-03-30     711               656           55.0
2016-03-31     651               637           14.0
2016-04-01     603               631           28.0
2016-04-02     621               659           38.0
2016-04-03     670               666           4.0
2016-04-04     679               671           8.0
2016-04-05     676               644           32.0
2016-04-06     637               636           1.0
2016-04-07     620               613           7.0
2016-04-08     600               593           7.0
2016-04-09     577               632           55.0
2016-04-10     639               643           4.0
2016-04-11     663               642           21.0
2016-04-12     645               684           39.0
2016-04-13     697               816           119.0
2016-04-14     878               929           51.0
2016-04-15     1018               938           80.0
2016-04-16     982               1050           68.0
2016-04-17     1087               1007           80.0
2016-04-18     1030               1064           34.0
2016-04-19     1058               1029           29.0
2016-04-20     1034               1091           57.0
2016-04-21     1098               1074           24.0
2016-04-22     1090               1078           12.0
2016-04-23     1072               1103           31.0
2016-04-24     1111               877           234.0
2016-04-25     806               796           10.0
2016-04-26     674               725           51.0
2016-04-27     672               691           19.0
2016-04-28     657               657           0.0
2016-04-29     637               642           5.0
2016-04-30     634               699           65.0
2016-05-01     717               653           64.0
2016-05-02     659               677           18.0
2016-05-03     666               699           33.0
2016-05-04     716               633           83.0
2016-05-05     617               640           23.0
2016-05-06     613               617           4.0
2016-05-07     613               684           71.0
2016-05-08     698               704           6.0
2016-05-09     738               707           31.0
2016-05-10     717               716           1.0
2016-05-11     718               706           12.0
2016-05-12     704               688           16.0
2016-05-13     674               710           36.0
2016-05-14     709               700           9.0
2016-05-15     707               723           16.0
2016-05-16     726               667           59.0
2016-05-17     656               683           27.0
2016-05-18     666               652           14.0
2016-05-19     647               629           18.0
2016-05-20     608               646           38.0
2016-05-21     643               742           99.0
2016-05-22     786               694           92.0
2016-05-23     714               699           15.0
2016-05-24     679               673           6.0
2016-05-25     664               663           1.0
2016-05-26     647               641           6.0
2016-05-27     627               682           55.0
2016-05-28     691               715           24.0
2016-05-29     745               719           26.0
2016-05-30     733               697           36.0
2016-05-31     688               712           24.0
2016-06-01     706               791           85.0
2016-06-02     823               649           174.0
2016-06-03     629               743           114.0
2016-06-04     718               720           2.0
2016-06-05     751               679           72.0
2016-06-06     654               664           10.0
2016-06-07     641               681           40.0
2016-06-08     685               634           51.0
2016-06-09     622               688           66.0
2016-06-10     689               670           19.0
2016-06-11     688               724           36.0
2016-06-12     734               697           37.0
2016-06-13     707               708           1.0
2016-06-14     701               689           12.0
2016-06-15     684               674           10.0
2016-06-16     660               660           0.0
2016-06-17     648               635           13.0
2016-06-18     622               680           58.0
2016-06-19     687               666           21.0
2016-06-20     680               673           7.0
2016-06-21     670               667           3.0
2016-06-22     667               640           27.0
2016-06-23     627               660           33.0
2016-06-24     654               643           11.0
2016-06-25     646               733           87.0
2016-06-26     759               714           45.0
2016-06-27     744               691           53.0
2016-06-28     673               642           31.0
2016-06-29     612               650           38.0
2016-06-30     632               658           26.0
2016-07-01     663               684           21.0
2016-07-02     698               713           15.0
2016-07-03     736               664           72.0
2016-07-04     658               644           14.0
2016-07-05     615               629           14.0
2016-07-06     614               683           69.0
2016-07-07     695               621           74.0
2016-07-08     621               610           11.0
2016-07-09     582               697           115.0
2016-07-10     724               672           52.0
2016-07-11     697               674           23.0
2016-07-12     662               623           39.0
2016-07-13     606               653           47.0
2016-07-14     642               591           51.0
2016-07-15     578               580           2.0
2016-07-16     553               570           17.0
2016-07-17     564               581           17.0
2016-07-18     582               587           5.0
2016-07-19     594               587           7.0
2016-07-20     591               600           9.0
2016-07-21     604               613           9.0
2016-07-22     621               603           18.0
2016-07-23     603               625           22.0
2016-07-24     627               636           9.0
2016-07-25     648               604           44.0
2016-07-26     596               621           25.0
2016-07-27     613               610           3.0
2016-07-28     613               609           4.0
2016-07-29     603               599           4.0
2016-07-30     594               619           25.0
2016-07-31     623               632           9.0
2016-08-01     644               633           11.0
2016-08-02     638               625           13.0
2016-08-03     622               653           31.0
2016-08-04     658               622           36.0
2016-08-05     620               604           16.0
2016-08-06     583               635           52.0
2016-08-07     639               608           31.0
2016-08-08     611               628           17.0
2016-08-09     624               611           13.0
2016-08-10     614               620           6.0
2016-08-11     616               642           26.0
2016-08-12     652               611           41.0
2016-08-13     608               651           43.0
2016-08-14     652               649           3.0
2016-08-15     665               633           32.0
2016-08-16     626               632           6.0
2016-08-17     624               653           29.0
2016-08-18     661               673           12.0
2016-08-19     687               663           24.0
2016-08-20     667               700           33.0
2016-08-21     708               650           58.0
2016-08-22     646               648           2.0
2016-08-23     625               623           2.0
2016-08-24     613               616           3.0
2016-08-25     603               607           4.0
2016-08-26     601               596           5.0
2016-08-27     591               635           44.0
2016-08-28     644               643           1.0
2016-08-29     662               640           22.0
2016-08-30     641               636           5.0
2016-08-31     631               630           1.0
2016-09-01     625               613           12.0
2016-09-02     603               619           16.0
2016-09-03     614               683           69.0
2016-09-04     708               684           24.0
2016-09-05     709               674           35.0
2016-09-06     668               683           15.0
2016-09-07     680               675           5.0
2016-09-08     674               649           25.0
2016-09-09     634               645           11.0
2016-09-10     633               698           65.0
2016-09-11     716               674           42.0
2016-09-12     686               668           18.0
2016-09-13     655               659           4.0
2016-09-14     653               644           9.0
2016-09-15     635               626           9.0
2016-09-16     612               658           46.0
2016-09-17     663               672           9.0
2016-09-18     690               662           28.0
2016-09-19     663               668           5.0
2016-09-20     666               674           8.0
2016-09-21     677               647           30.0
2016-09-22     638               642           4.0
2016-09-23     628               632           4.0
2016-09-24     626               714           88.0
2016-09-25     739               733           6.0
2016-09-26     773               731           42.0
2016-09-27     736               751           15.0
2016-09-28     755               730           25.0
2016-09-29     728               696           32.0
2016-09-30     671               739           68.0
2016-10-01     740               764           24.0
2016-10-02     791               761           30.0
2016-10-03     769               700           69.0
2016-10-04     676               717           41.0
2016-10-05     698               706           8.0
2016-10-06     708               699           9.0
2016-10-07     691               748           57.0
2016-10-08     764               805           41.0
2016-10-09     847               785           62.0
2016-10-10     799               769           30.0
2016-10-11     752               868           116.0
2016-10-12     894               841           53.0
2016-10-13     868               747           121.0
2016-10-14     700               737           37.0
2016-10-15     696               890           194.0
2016-10-16     941               713           228.0
2016-10-17     709               728           19.0
2016-10-18     662               660           2.0
2016-10-19     647               655           8.0
2016-10-20     626               611           15.0
2016-10-21     591               632           41.0
2016-10-22     629               693           64.0
2016-10-23     725               674           51.0
2016-10-24     691               645           46.0
2016-10-25     625               626           1.0
2016-10-26     607               614           7.0
2016-10-27     601               619           18.0
2016-10-28     615               614           1.0
2016-10-29     617               625           8.0
2016-10-30     628               618           10.0
2016-10-31     620               667           47.0
2016-11-01     681               636           45.0
2016-11-02     644               633           11.0
2016-11-03     618               620           2.0
2016-11-04     612               681           69.0
2016-11-05     698               736           38.0
2016-11-06     779               675           104.0
2016-11-07     675               705           30.0
2016-11-08     689               874           185.0
2016-11-09     945               717           228.0
2016-11-10     725               824           99.0
2016-11-11     793               786           7.0
2016-11-12     818               781           37.0
2016-11-13     760               756           4.0
2016-11-14     740               715           25.0
2016-11-15     696               703           7.0
2016-11-16     680               662           18.0
2016-11-17     643               634           9.0
2016-11-18     610               662           52.0
2016-11-19     662               730           68.0
2016-11-20     767               692           75.0
2016-11-21     706               667           39.0
2016-11-22     641               658           17.0
2016-11-23     644               667           23.0
2016-11-24     665               627           38.0
2016-11-25     615               694           79.0
2016-11-26     703               746           43.0
2016-11-27     793               694           99.0
2016-11-28     695               710           15.0
2016-11-29     692               657           35.0
2016-11-30     644               644           0.0
2016-12-01     615               620           5.0
2016-12-02     606               669           63.0
2016-12-03     681               762           81.0
2016-12-04     816               717           99.0
2016-12-05     738               743           5.0
2016-12-06     730               694           36.0
2016-12-07     685               695           10.0
2016-12-08     672               676           4.0
2016-12-09     668               684           16.0
2016-12-10     682               729           47.0
2016-12-11     748               731           17.0
2016-12-12     750               696           54.0
2016-12-13     683               678           5.0
2016-12-14     655               656           1.0
2016-12-15     640               673           33.0
2016-12-16     669               687           18.0
2016-12-17     700               766           66.0
2016-12-18     801               801           0.0
2016-12-19     844               747           97.0
2016-12-20     739               715           24.0
2016-12-21     678               680           2.0
2016-12-22     653               662           9.0
2016-12-23     640               634           6.0
2016-12-24     619               664           45.0
2016-12-25     667               855           188.0
2016-12-26     937               802           135.0
2016-12-27     859               802           57.0
2016-12-28     775               769           6.0
2016-12-29     753               732           21.0
2016-12-30     701               684           17.0
2016-12-31     647               695           48.0
Chinese
Date         Expected         Predicted         Error
2015-07-01     241               242           1.0
2015-07-02     241               240           1.0
2015-07-03     240               243           3.0
2015-07-04     242               255           13.0
2015-07-05     258               253           5.0
2015-07-06     260               253           7.0
2015-07-07     259               259           0.0
2015-07-08     266               257           9.0
2015-07-09     264               268           4.0
2015-07-10     275               259           16.0
2015-07-11     257               282           25.0
2015-07-12     289               263           26.0
2015-07-13     265               256           9.0
2015-07-14     251               256           5.0
2015-07-15     246               254           8.0
2015-07-16     245               253           8.0
2015-07-17     246               268           22.0
2015-07-18     257               276           19.0
2015-07-19     289               260           29.0
2015-07-20     272               260           12.0
2015-07-21     268               265           3.0
2015-07-22     271               244           27.0
2015-07-23     241               233           8.0
2015-07-24     209               235           26.0
2015-07-25     202               234           32.0
2015-07-26     218               233           15.0
2015-07-27     218               227           9.0
2015-07-28     215               216           1.0
2015-07-29     217               203           14.0
2015-07-30     209               201           8.0
2015-07-31     197               195           2.0
2015-08-01     179               205           26.0
2015-08-02     196               217           21.0
2015-08-03     218               242           24.0
2015-08-04     257               242           15.0
2015-08-05     266               233           33.0
2015-08-06     260               233           27.0
2015-08-07     256               244           12.0
2015-08-08     255               261           6.0
2015-08-09     265               257           8.0
2015-08-10     248               254           6.0
2015-08-11     245               255           10.0
2015-08-12     253               259           6.0
2015-08-13     262               254           8.0
2015-08-14     252               263           11.0
2015-08-15     263               268           5.0
2015-08-16     280               264           16.0
2015-08-17     273               268           5.0
2015-08-18     271               256           15.0
2015-08-19     253               229           24.0
2015-08-20     216               260           44.0
2015-08-21     245               284           39.0
2015-08-22     283               293           10.0
2015-08-23     310               270           40.0
2015-08-24     280               257           23.0
2015-08-25     270               264           6.0
2015-08-26     282               283           1.0
2015-08-27     285               288           3.0
2015-08-28     276               291           15.0
2015-08-29     282               289           7.0
2015-08-30     300               270           30.0
2015-08-31     272               266           6.0
2015-09-01     253               265           12.0
2015-09-02     251               266           15.0
2015-09-03     260               259           1.0
2015-09-04     244               276           32.0
2015-09-05     266               271           5.0
2015-09-06     281               245           36.0
2015-09-07     249               245           4.0
2015-09-08     238               242           4.0
2015-09-09     231               230           1.0
2015-09-10     220               248           28.0
2015-09-11     229               263           34.0
2015-09-12     258               251           7.0
2015-09-13     265               225           40.0
2015-09-14     227               225           2.0
2015-09-15     222               228           6.0
2015-09-16     227               230           3.0
2015-09-17     221               242           21.0
2015-09-18     226               253           27.0
2015-09-19     254               256           2.0
2015-09-20     281               235           46.0
2015-09-21     246               234           12.0
2015-09-22     235               235           0.0
2015-09-23     236               251           15.0
2015-09-24     252               239           13.0
2015-09-25     222               270           48.0
2015-09-26     265               261           4.0
2015-09-27     278               309           31.0
2015-09-28     347               261           86.0
2015-09-29     277               239           38.0
2015-09-30     235               253           18.0
2015-10-01     249               257           8.0
2015-10-02     240               292           52.0
2015-10-03     276               307           31.0
2015-10-04     295               239           56.0
2015-10-05     252               243           9.0
2015-10-06     247               250           3.0
2015-10-07     244               251           7.0
2015-10-08     248               282           34.0
2015-10-09     271               279           8.0
2015-10-10     281               268           13.0
2015-10-11     287               244           43.0
2015-10-12     245               246           1.0
2015-10-13     241               256           15.0
2015-10-14     248               259           11.0
2015-10-15     246               263           17.0
2015-10-16     251               278           27.0
2015-10-17     281               280           1.0
2015-10-18     308               256           52.0
2015-10-19     268               264           4.0
2015-10-20     266               274           8.0
2015-10-21     281               267           14.0
2015-10-22     267               282           15.0
2015-10-23     269               299           30.0
2015-10-24     296               298           2.0
2015-10-25     322               269           53.0
2015-10-26     273               273           0.0
2015-10-27     266               268           2.0
2015-10-28     264               277           13.0
2015-10-29     272               280           8.0
2015-10-30     261               295           34.0
2015-10-31     287               292           5.0
2015-11-01     312               267           45.0
2015-11-02     274               269           5.0
2015-11-03     266               276           10.0
2015-11-04     274               265           9.0
2015-11-05     262               277           15.0
2015-11-06     260               309           49.0
2015-11-07     308               304           4.0
2015-11-08     332               275           57.0
2015-11-09     285               275           10.0
2015-11-10     272               273           1.0
2015-11-11     274               273           1.0
2015-11-12     266               294           28.0
2015-11-13     270               302           32.0
2015-11-14     294               300           6.0
2015-11-15     320               284           36.0
2015-11-16     296               301           5.0
2015-11-17     312               278           34.0
2015-11-18     283               278           5.0
2015-11-19     272               290           18.0
2015-11-20     272               331           59.0
2015-11-21     333               338           5.0
2015-11-22     364               293           71.0
2015-11-23     298               279           19.0
2015-11-24     279               278           1.0
2015-11-25     275               277           2.0
2015-11-26     264               294           30.0
2015-11-27     255               309           54.0
2015-11-28     290               299           9.0
2015-11-29     319               273           46.0
2015-11-30     282               281           1.0
2015-12-01     284               284           0.0
2015-12-02     294               280           14.0
2015-12-03     285               291           6.0
2015-12-04     277               310           33.0
2015-12-05     306               316           10.0
2015-12-06     339               291           48.0
2015-12-07     297               288           9.0
2015-12-08     283               288           5.0
2015-12-09     287               283           4.0
2015-12-10     280               298           18.0
2015-12-11     279               323           44.0
2015-12-12     316               323           7.0
2015-12-13     349               293           56.0
2015-12-14     306               292           14.0
2015-12-15     292               283           9.0
2015-12-16     279               278           1.0
2015-12-17     266               293           27.0
2015-12-18     264               312           48.0
2015-12-19     296               313           17.0
2015-12-20     329               288           41.0
2015-12-21     299               289           10.0
2015-12-22     297               289           8.0
2015-12-23     299               280           19.0
2015-12-24     279               302           23.0
2015-12-25     287               332           45.0
2015-12-26     331               342           11.0
2015-12-27     371               313           58.0
2015-12-28     328               304           24.0
2015-12-29     308               301           7.0
2015-12-30     305               311           6.0
2015-12-31     307               434           127.0
2016-01-01     456               364           92.0
2016-01-02     381               380           1.0
2016-01-03     418               329           89.0
2016-01-04     341               328           13.0
2016-01-05     333               362           29.0
2016-01-06     341               380           39.0
2016-01-07     335               343           8.0
2016-01-08     331               370           39.0
2016-01-09     357               350           7.0
2016-01-10     373               362           11.0
2016-01-11     379               349           30.0
2016-01-12     354               344           10.0
2016-01-13     347               360           13.0
2016-01-14     363               407           44.0
2016-01-15     420               556           136.0
2016-01-16     634               437           197.0
2016-01-17     500               369           131.0
2016-01-18     387               369           18.0
2016-01-19     350               374           24.0
2016-01-20     350               417           67.0
2016-01-21     348               438           90.0
2016-01-22     340               366           26.0
2016-01-23     358               334           24.0
2016-01-24     343               323           20.0
2016-01-25     319               330           11.0
2016-01-26     316               339           23.0
2016-01-27     333               339           6.0
2016-01-28     337               343           6.0
2016-01-29     338               336           2.0
2016-01-30     341               326           15.0
2016-01-31     335               342           7.0
2016-02-01     348               330           18.0
2016-02-02     325               329           4.0
2016-02-03     323               322           1.0
2016-02-04     312               327           15.0
2016-02-05     319               330           11.0
2016-02-06     324               301           23.0
2016-02-07     285               322           37.0
2016-02-08     319               334           15.0
2016-02-09     341               324           17.0
2016-02-10     336               350           14.0
2016-02-11     361               360           1.0
2016-02-12     385               362           23.0
2016-02-13     399               397           2.0
2016-02-14     422               350           72.0
2016-02-15     355               349           6.0
2016-02-16     343               369           26.0
2016-02-17     354               352           2.0
2016-02-18     329               363           34.0
2016-02-19     336               385           49.0
2016-02-20     377               362           15.0
2016-02-21     386               348           38.0
2016-02-22     354               335           19.0
2016-02-23     327               330           3.0
2016-02-24     327               347           20.0
2016-02-25     337               356           19.0
2016-02-26     337               381           44.0
2016-02-27     383               391           8.0
2016-02-28     423               425           2.0
2016-02-29     481               338           143.0
2016-03-01     353               344           9.0
2016-03-02     335               345           10.0
2016-03-03     324               371           47.0
2016-03-04     344               409           65.0
2016-03-05     380               409           29.0
2016-03-06     401               321           80.0
2016-03-07     342               335           7.0
2016-03-08     335               345           10.0
2016-03-09     345               351           6.0
2016-03-10     341               376           35.0
2016-03-11     360               394           34.0
2016-03-12     400               373           27.0
